date,home,away,committing_team,disadvantaged_team,review_decision
20150309,MIL,NOP,MIL,NOP,CC
20150309,MIL,NOP,MIL,NOP,CC
20150309,MIL,NOP,,,CC
20150310,LAL,DET,LAL,DET,CC
20150310,LAL,DET,DET,LAL,CC
20150310,LAL,DET,DET,LAL,INC
20150310,LAL,DET,DET,LAL,CC
20150310,LAL,DET,DET,LAL,CC
20150310,UTA,NYK,UTA,NYK,CC
20150310,UTA,NYK,UTA,NYK,CC
20150310,UTA,NYK,NYK,UTA,CC
20150310,UTA,NYK,UTA,NYK,CC
20150310,UTA,NYK,NYK,UTA,CC
20150311,PHI,CHI,CHI,PHI,CC
20150311,PHI,CHI,CHI,PHI,CC
20150311,PHI,CHI,CHI,PHI,INC
20150311,PHI,CHI,PHI,CHI,INC
20150311,PHI,CHI,PHI,CHI,INC
20150311,PHI,CHI,PHI,CHI,CC
20150311,PHI,CHI,PHI,CHI,CC
20150311,PHI,CHI,CHI,PHI,IC
20150311,BOS,MEM,MEM,BOS,INC
20150311,BOS,MEM,BOS,MEM,CC
20150311,BOS,MEM,MEM,BOS,CC
20150311,BOS,MEM,MEM,BOS,CC
20150311,BOS,MEM,MEM,BOS,INC
20150311,BOS,MEM,,,CC
20150311,MIL,ORL,,,CC
20150311,MIL,ORL,ORL,MIL,CC
20150311,MIL,ORL,ORL,MIL,CC
20150312,SAS,CLE,SAS,CLE,CC
20150312,SAS,CLE,SAS,CLE,CC
20150312,SAS,CLE,CLE,SAS,CC
20150312,SAS,CLE,SAS,CLE,INC
20150312,SAS,CLE,SAS,CLE,CC
20150312,SAS,CLE,CLE,SAS,CC
20150312,SAS,CLE,,,CC
20150312,SAS,CLE,SAS,CLE,INC
20150312,SAS,CLE,SAS,CLE,CC
20150312,SAS,CLE,CLE,SAS,CC
20150312,SAS,CLE,CLE,SAS,CC
20150312,SAS,CLE,CLE,SAS,CC
20150312,SAS,CLE,SAS,CLE,CC
20150312,SAS,CLE,CLE,SAS,CC
20150312,SAS,CLE,SAS,CLE,CC
20150312,SAS,CLE,SAS,CLE,CC
20150312,SAS,CLE,SAS,CLE,CC
20150312,SAS,CLE,CLE,SAS,CC
20150312,IND,MIL,IND,MIL,CC
20150312,IND,MIL,MIL,IND,INC
20150312,IND,MIL,IND,MIL,CC
20150312,IND,MIL,IND,MIL,CC
20150312,IND,MIL,MIL,IND,CC
20150312,IND,MIL,MIL,IND,CC
20150312,IND,MIL,MIL,IND,INC
20150312,IND,MIL,MIL,IND,IC
20150312,IND,MIL,MIL,IND,CC
20150312,IND,MIL,MIL,IND,CC
20150313,BOS,ORL,BOS,ORL,CC
20150313,BOS,ORL,ORL,BOS,INC
20150313,BOS,ORL,ORL,BOS,CC
20150313,BOS,ORL,BOS,ORL,CC
20150313,BOS,ORL,ORL,BOS,CC
20150313,BOS,ORL,ORL,BOS,INC
20150313,BOS,ORL,ORL,BOS,CC
20150314,UTA,DET,DET,UTA,INC
20150314,UTA,DET,DET,UTA,CC
20150315,OKC,CHI,CHI,OKC,CC
20150315,OKC,CHI,,,CC
20150315,OKC,CHI,CHI,OKC,CC
20150315,OKC,CHI,OKC,CHI,CC
20150315,OKC,CHI,CHI,OKC,CC
20150315,OKC,CHI,OKC,CHI,INC
20150315,OKC,CHI,CHI,OKC,CC
20150315,NOP,DEN,NOP,DEN,INC
20150315,NOP,DEN,NOP,DEN,INC
20150315,NOP,DEN,DEN,NOP,INC
20150315,NOP,DEN,DEN,NOP,INC
20150315,NOP,DEN,DEN,NOP,CC
20150315,NOP,DEN,,,CC
20150315,NOP,DEN,,,CC
20150315,NOP,DEN,DEN,NOP,CC
20150315,NOP,DEN,NOP,DEN,INC
20150315,NOP,DEN,DEN,NOP,INC
20150315,NOP,DEN,DEN,NOP,INC
20150315,NOP,DEN,NOP,DEN,INC
20150315,NOP,DEN,NOP,DEN,CC
20150315,NOP,DEN,NOP,DEN,INC
20150315,NOP,DEN,NOP,DEN,INC
20150315,NOP,DEN,,,CC
20150315,NOP,DEN,NOP,DEN,CC
20150315,NOP,DEN,NOP,DEN,CC
20150315,LAC,HOU,HOU,LAC,CC
20150315,LAC,HOU,LAC,HOU,CC
20150315,LAC,HOU,LAC,HOU,INC
20150315,LAC,HOU,LAC,HOU,CC
20150315,LAC,HOU,LAC,HOU,CC
20150316,SAC,ATL,ATL,SAC,CC
20150316,SAC,ATL,SAC,ATL,INC
20150316,SAC,ATL,,,CC
20150316,SAC,ATL,ATL,SAC,CC
20150316,SAC,ATL,SAC,ATL,CC
20150316,SAC,ATL,ATL,SAC,CC
20150316,SAC,ATL,,,CC
20150316,SAC,ATL,SAC,ATL,CC
20150316,SAC,ATL,,,CC
20150316,SAC,ATL,SAC,ATL,CC
20150316,GSW,LAL,GSW,LAL,INC
20150316,GSW,LAL,GSW,LAL,IC
20150316,GSW,LAL,LAL,GSW,CC
20150316,GSW,LAL,GSW,LAL,CC
20150316,GSW,LAL,LAL,GSW,CC
20150316,GSW,LAL,LAL,GSW,CC
20150316,DAL,OKC,OKC,DAL,CC
20150316,DAL,OKC,DAL,DAL,CC
20150316,DAL,OKC,OKC,DAL,CC
20150316,DAL,OKC,OKC,DAL,CC
20150316,DAL,OKC,OKC,DAL,CC
20150316,DAL,OKC,OKC,DAL,CC
20150316,DAL,OKC,OKC,DAL,CC
20150316,DAL,OKC,OKC,DAL,CC
20150317,NOP,MIL,NOP,MIL,CC
20150317,NOP,MIL,NOP,MIL,CC
20150317,NOP,MIL,MIL,NOP,INC
20150317,NOP,MIL,MIL,NOP,INC
20150317,NOP,MIL,NOP,MIL,CC
20150317,NYK,SAS,NYK,SAS,CC
20150317,NYK,SAS,NYK,SAS,CC
20150317,NYK,SAS,SAS,NYK,INC
20150317,NYK,SAS,SAS,NYK,INC
20150317,NYK,SAS,SAS,NYK,CC
20150317,NYK,SAS,NYK,SAS,INC
20150317,NYK,SAS,NYK,SAS,CC
20150317,NYK,SAS,NYK,SAS,INC
20150317,NYK,SAS,SAS,NYK,CC
20150317,NYK,SAS,,,CC
20150317,NYK,SAS,,,CC
20150317,NYK,SAS,SAS,NYK,INC
20150317,NYK,SAS,SAS,NYK,INC
20150317,NYK,SAS,SAS,NYK,CC
20150317,NYK,SAS,NYK,SAS,CC
20150317,NYK,SAS,SAS,NYK,CC
20150317,NYK,SAS,NYK,SAS,INC
20150317,NYK,SAS,SAS,NYK,CC
20150318,TOR,MIN,MIN,TOR,CC
20150318,DAL,ORL,DAL,ORL,CC
20150318,DAL,ORL,ORL,DAL,CC
20150318,DAL,ORL,,,CC
20150318,DAL,ORL,,,CC
20150318,DAL,ORL,DAL,ORL,CC
20150318,DAL,ORL,ORL,DAL,CC
20150318,DAL,ORL,ORL,DAL,CC
20150318,DAL,ORL,ORL,DAL,CC
20150318,DAL,ORL,DAL,ORL,INC
20150318,DAL,ORL,ORL,DAL,CC
20150318,DAL,ORL,ORL,DAL,INC
20150318,DAL,ORL,ORL,DAL,CC
20150318,MIA,POR,,,CC
20150318,MIA,POR,POR,MIA,CC
20150319,NYK,MIN,NYK,MIN,CC
20150319,NYK,MIN,MIN,NYK,INC
20150319,NYK,MIN,MIN,NYK,INC
20150319,NYK,MIN,MIN,NYK,CC
20150319,NYK,MIN,MIN,NYK,CC
20150319,NYK,MIN,NYK,MIN,CC
20150319,NYK,MIN,MIN,NYK,INC
20150319,NYK,MIN,NYK,MIN,CC
20150319,NYK,MIN,NYK,MIN,INC
20150319,NYK,MIN,MIN,NYK,INC
20150319,NYK,MIN,NYK,MIN,CC
20150319,NYK,MIN,NYK,MIN,IC
20150319,PHO,NOP,NOP,PHO,INC
20150319,PHO,NOP,NOP,PHO,INC
20150319,PHO,NOP,PHO,NOP,INC
20150319,PHO,NOP,NOP,PHO,CC
20150319,LAL,UTA,LAL,UTA,CC
20150319,LAL,UTA,LAL,UTA,CC
20150319,LAL,UTA,UTA,LAL,CC
20150319,LAL,UTA,LAL,UTA,CC
20150319,LAL,UTA,LAL,UTA,CC
20150320,CLE,IND,IND,CLE,INC
20150320,CLE,IND,IND,CLE,CC
20150320,CLE,IND,CLE,IND,CC
20150320,CLE,IND,IND,CLE,CC
20150320,BKN,MIL,BKN,MIL,INC
20150320,BKN,MIL,BKN,MIL,INC
20150320,BKN,MIL,BKN,MIL,CC
20150320,BKN,MIL,BKN,MIL,CC
20150320,BKN,MIL,,,CC
20150320,BKN,MIL,BKN,MIL,CC
20150320,BKN,MIL,BKN,MIL,CC
20150320,BKN,MIL,BKN,MIL,CC
20150320,BKN,MIL,BKN,MIL,CC
20150320,BKN,MIL,BKN,MIL,INC
20150320,BKN,MIL,MIL,BKN,INC
20150320,BKN,MIL,BKN,MIL,CC
20150320,BKN,MIL,MIL,BKN,CC
20150320,BKN,MIL,MIL,BKN,CC
20150320,BKN,MIL,BKN,MIL,INC
20150320,BKN,MIL,MIL,BKN,CC
20150320,BKN,MIL,MIL,BKN,CC
20150320,BKN,MIL,BKN,MIL,CC
20150320,BKN,MIL,BKN,MIL,CC
20150320,BKN,MIL,MIL,BKN,CC
20150320,BKN,MIL,BKN,MIL,CC
20150320,BKN,MIL,MIL,BKN,CC
20150320,BKN,MIL,MIL,BKN,CC
20150320,BKN,MIL,MIL,BKN,CC
20150320,BKN,MIL,MIL,BKN,CC
20150322,PHO,DAL,DAL,PHO,CC
20150322,PHO,DAL,DAL,PHO,INC
20150322,PHO,DAL,PHO,DAL,INC
20150322,PHO,DAL,DAL,PHO,INC
20150322,PHO,DAL,PHO,DAL,CC
20150322,PHO,DAL,DAL,PHO,INC
20150322,PHO,DAL,PHO,DAL,IC
20150322,PHO,DAL,PHO,DAL,INC
20150322,PHO,DAL,DAL,PHO,INC
20150322,PHO,DAL,PHO,DAL,INC
20150322,PHO,DAL,,,CC
20150322,PHO,DAL,DAL,PHO,CC
20150322,PHO,DAL,PHO,DAL,CC
20150322,PHO,DAL,DAL,PHO,CC
20150322,BOS,DET,BOS,DET,CC
20150322,BOS,DET,BOS,DET,CC
20150322,BOS,DET,DET,BOS,CC
20150322,BOS,DET,BOS,DET,INC
20150322,BOS,DET,DET,BOS,INC
20150322,BOS,DET,DET,BOS,CC
20150322,BOS,DET,DET,BOS,INC
20150322,BOS,DET,DET,BOS,CC
20150322,BOS,DET,DET,BOS,CC
20150322,BOS,DET,DET,BOS,CC
20150322,BOS,DET,DET,BOS,CC
20150322,BOS,DET,BOS,DET,CC
20150322,BOS,DET,BOS,DET,CC
20150322,BOS,DET,BOS,DET,CC
20150322,BOS,DET,BOS,DET,INC
20150322,BOS,DET,BOS,DET,CC
20150322,BOS,DET,BOS,DET,CC
20150322,BOS,DET,BOS,DET,INC
20150322,BOS,DET,DET,BOS,CC
20150322,BOS,DET,BOS,DET,CC
20150323,UTA,MIN,MIN,UTA,CC
20150323,UTA,MIN,MIN,UTA,INC
20150323,UTA,MIN,UTA,MIN,CC
20150323,UTA,MIN,MIN,UTA,CC
20150323,UTA,MIN,MIN,UTA,CC
20150323,UTA,MIN,UTA,MIN,CC
20150323,UTA,MIN,MIN,UTA,CC
20150323,UTA,MIN,MIN,UTA,CC
20150323,UTA,MIN,UTA,MIN,INC
20150323,UTA,MIN,MIN,UTA,CC
20150323,UTA,MIN,MIN,UTA,CC
20150323,UTA,MIN,UTA,MIN,CC
20150323,UTA,MIN,MIN,UTA,CC
20150323,UTA,MIN,UTA,MIN,CC
20150323,UTA,MIN,MIN,UTA,CC
20150323,UTA,MIN,,,CC
20150323,UTA,MIN,MIN,UTA,INC
20150323,UTA,MIN,UTA,MIN,CC
20150323,UTA,MIN,,,CC
20150323,UTA,MIN,MIN,UTA,CC
20150323,UTA,MIN,UTA,MIN,CC
20150323,UTA,MIN,UTA,MIN,CC
20150324,MIL,MIA,,,CC
20150324,MIL,MIA,,,CC
20150324,MIL,MIA,MIL,MIA,CC
20150324,MIL,MIA,MIA,MIL,INC
20150324,MIL,MIA,MIA,MIL,CC
20150324,MIL,MIA,,,CC
20150324,SAC,PHI,PHI,SAC,CC
20150324,SAC,PHI,PHI,SAC,CC
20150324,SAC,PHI,SAC,PHI,CC
20150324,SAC,PHI,PHI,SAC,CC
20150324,SAC,PHI,SAC,PHI,INC
20150324,SAC,PHI,PHI,SAC,INC
20150324,SAC,PHI,SAC,PHI,CC
20150324,DET,TOR,DET,TOR,CC
20150324,DET,TOR,TOR,DET,CC
20150324,DET,TOR,TOR,DET,CC
20150324,DET,TOR,TOR,DET,CC
20150324,DET,TOR,TOR,DET,INC
20150324,DET,TOR,,,CC
20150324,DET,TOR,TOR,DET,CC
20150324,DET,TOR,TOR,DET,CC
20150325,CHA,BKN,CHA,BKN,CC
20150325,CHA,BKN,BKN,CHA,INC
20150325,CHA,BKN,CHA,BKN,CC
20150325,CHA,BKN,BKN,CHA,CC
20150325,CHA,BKN,CHA,BKN,CC
20150325,CHA,BKN,,,CC
20150325,WAS,IND,IND,WAS,CC
20150325,WAS,IND,IND,WAS,CC
20150325,WAS,IND,WAS,IND,CC
20150325,WAS,IND,WAS,IND,INC
20150325,MIN,LAL,MIN,LAL,INC
20150325,MIN,LAL,LAL,MIN,CC
20150325,MIN,LAL,MIN,LAL,CC
20150325,MIN,LAL,LAL,MIN,CC
20150325,MIN,LAL,MIN,LAL,CC
20150325,MIN,LAL,MIN,LAL,INC
20150325,MIN,LAL,LAL,MIN,CC
20150325,MIN,LAL,LAL,MIN,IC
20150325,MIN,LAL,LAL,MIN,CC
20150325,MIN,LAL,MIN,LAL,INC
20150325,MIN,LAL,,,CC
20150325,MIN,LAL,LAL,LAL,CC
20150325,MIN,LAL,LAL,MIN,CC
20150325,MIN,LAL,MIN,LAL,CC
20150325,MIN,LAL,LAL,MIN,INC
20150325,MIN,LAL,,,CC
20150325,MIN,LAL,MIN,MIN,CC
20150325,MIN,LAL,LAL,MIN,INC
20150325,DEN,PHI,DEN,PHI,INC
20150325,DEN,PHI,DEN,PHI,CC
20150325,DEN,PHI,DEN,PHI,CC
20150325,DEN,PHI,DEN,PHI,CC
20150325,DEN,PHI,DEN,PHI,INC
20150325,DEN,PHI,DEN,PHI,CC
20150325,DEN,PHI,DEN,PHI,CC
20150325,DEN,PHI,,,CC
20150325,UTA,POR,UTA,POR,INC
20150325,UTA,POR,UTA,POR,CC
20150325,UTA,POR,UTA,POR,INC
20150325,UTA,POR,UTA,POR,CC
20150325,UTA,POR,UTA,POR,CC
20150325,UTA,POR,,,CC
20150325,UTA,POR,POR,UTA,CC
20150325,UTA,POR,UTA,POR,CC
20150326,MIL,IND,IND,MIL,CC
20150326,MIL,IND,MIL,IND,CC
20150326,MIL,IND,,,CC
20150326,MIL,IND,MIL,IND,CC
20150326,MIL,IND,,,CC
20150326,MIL,IND,IND,MIL,CC
20150326,MIL,IND,IND,MIL,INC
20150326,MIL,IND,IND,MIL,CC
20150327,NYK,BOS,NYK,BOS,CC
20150327,NYK,BOS,NYK,BOS,CC
20150327,NYK,BOS,BOS,NYK,CC
20150327,NYK,BOS,NYK,BOS,CC
20150327,NYK,BOS,BOS,NYK,CC
20150327,NYK,BOS,NYK,BOS,CC
20150327,NYK,BOS,,,CC
20150327,NYK,BOS,NYK,BOS,CC
20150327,NYK,BOS,BOS,NYK,CC
20150327,NYK,BOS,NYK,BOS,CC
20150327,NYK,BOS,NYK,BOS,CC
20150327,WAS,CHA,WAS,CHA,CC
20150327,WAS,CHA,WAS,CHA,CC
20150327,WAS,CHA,CHA,WAS,CC
20150327,WAS,CHA,WAS,CHA,INC
20150327,WAS,CHA,,,CC
20150327,WAS,CHA,WAS,CHA,INC
20150327,WAS,CHA,,,CC
20150327,WAS,CHA,WAS,CHA,CC
20150327,WAS,CHA,WAS,CHA,CC
20150327,WAS,CHA,,,CC
20150327,WAS,CHA,CHA,WAS,INC
20150327,WAS,CHA,CHA,WAS,INC
20150327,WAS,CHA,CHA,WAS,CC
20150327,WAS,CHA,CHA,WAS,INC
20150327,WAS,CHA,,,CC
20150327,WAS,CHA,WAS,CHA,CC
20150327,PHO,POR,PHO,POR,CC
20150327,PHO,POR,PHO,POR,INC
20150327,PHO,POR,PHO,POR,CC
20150327,PHO,POR,PHO,POR,CC
20150329,IND,DAL,DAL,IND,CC
20150329,IND,DAL,DAL,IND,INC
20150329,IND,DAL,DAL,IND,INC
20150329,IND,DAL,DAL,IND,CC
20150329,IND,DAL,IND,DAL,INC
20150329,IND,DAL,DAL,IND,CC
20150329,BKN,LAL,LAL,BKN,CC
20150329,BKN,LAL,BKN,LAL,INC
20150329,BKN,LAL,BKN,LAL,INC
20150329,BKN,LAL,LAL,BKN,CC
20150329,BKN,LAL,LAL,BKN,CC
20150329,CLE,PHI,CLE,PHI,INC
20150329,CLE,PHI,PHI,CLE,CC
20150329,CLE,PHI,CLE,PHI,CC
20150330,TOR,HOU,HOU,TOR,CC
20150330,TOR,HOU,TOR,HOU,INC
20150330,PHI,LAL,PHI,LAL,CC
20150330,PHI,LAL,PHI,LAL,INC
20150330,PHI,LAL,LAL,PHI,CC
20150330,PHI,LAL,LAL,PHI,INC
20150330,PHI,LAL,PHI,LAL,CC
20150330,PHI,LAL,,,CC
20150330,PHI,LAL,LAL,PHI,CC
20150330,PHI,LAL,PHI,LAL,CC
20150330,PHI,LAL,PHI,LAL,CC
20150330,PHI,LAL,LAL,PHI,CC
20150331,LAC,GSW,GSW,LAC,CC
20150331,LAC,GSW,GSW,LAC,CC
20150331,LAC,GSW,LAC,GSW,CC
20150331,LAC,GSW,,,CC
20150331,LAC,GSW,LAC,GSW,CC
20150331,LAC,GSW,,,CC
20150331,LAC,GSW,LAC,GSW,CC
20150331,LAC,GSW,LAC,GSW,CC
20150331,BKN,IND,,,CC
20150331,BKN,IND,IND,BKN,INC
20150331,BKN,IND,IND,BKN,INC
20150331,BKN,IND,IND,BKN,CC
20150331,BKN,IND,IND,BKN,CC
20150401,NYK,BKN,,,CC
20150401,MIL,CHI,,,CC
20150401,MIL,CHI,MIL,CHI,CC
20150401,MIL,CHI,,,CC
20150401,MIL,CHI,MIL,CHI,INC
20150401,MIL,CHI,CHI,MIL,CC
20150401,MIL,CHI,CHI,MIL,CC
20150401,MIL,CHI,CHI,MIL,INC
20150401,MIL,CHI,,,CC
20150401,OKC,DAL,OKC,DAL,IC
20150401,OKC,DAL,OKC,DAL,INC
20150401,OKC,DAL,DAL,OKC,CC
20150401,OKC,DAL,,,CC
20150401,OKC,DAL,DAL,OKC,CC
20150401,OKC,DAL,OKC,DAL,CC
20150401,HOU,SAC,SAC,HOU,CC
20150401,HOU,SAC,HOU,SAC,CC
20150401,HOU,SAC,SAC,HOU,CC
20150401,HOU,SAC,HOU,SAC,CC
20150401,HOU,SAC,SAC,HOU,INC
20150401,HOU,SAC,HOU,SAC,INC
20150401,HOU,SAC,SAC,HOU,CC
20150402,DAL,HOU,,,CC
20150402,DAL,HOU,,,CC
20150402,DAL,HOU,DAL,HOU,CC
20150402,DAL,HOU,DAL,HOU,CC
20150402,DAL,HOU,DAL,HOU,CC
20150402,GSW,PHO,PHO,GSW,CC
20150402,GSW,PHO,GSW,PHO,INC
20150402,GSW,PHO,GSW,PHO,INC
20150402,GSW,PHO,,,CC
20150403,CHI,DET,DET,CHI,CC
